Holding Ticker,ETFs Holding This Stock
INTC,FTXL (13.3416%); MFMO (10.7262%); KQQQ (8.0448%); ADPV (7.5988%); FEPI (7.5719%); GOP (7.5226%); CARZ (7.5114%); XNTK (7.5091%); QQQA (7.2202%); BELT (6.9462%); ESN (6.6741%); DRIV (6.5455%); SOXX (6.3303%); CHPS (5.982%); AIX (5.93%); STNC (5.7522%); TTEQ (5.7461%); KYLD (5.5486%); FCUS (5.5478%); TECB (5.4929%); MTUM (5.4861%); USMD (5.4791%); EGGS (5.4686%); AIQ (5.2336%); JTEK (5.2045%); KNCT (5.0854%); SMH (5.0409%); WUGI (4.9701%); IGPT (4.9542%); PSI (4.8863%); XAIX (4.8685%); FMCE (4.7904%); CHPX (4.6561%); SHOC (4.5263%); DTCR (4.5069%); XIGV (4.4832%); SOXQ (4.4256%); CGVV (4.3007%); XLK (4.2032%); AIPI (4.1696%); CNAV (4.1224%); TRFK (4.0972%); SHE (4.0348%); QTOP (4.0065%); ITAN (3.8821%); LEGR (3.8712%); LQAI (3.8058%); RSMV (3.7673%); AMOM (3.7381%); TEK (3.7241%); RKNG (3.6905%); BAY (3.6259%); AIS (3.5742%); ROCQ (3.5465%); VEGN (3.5269%); MFUS (3.5177%); BLCR (3.5068%); FMTM (3.4388%); SPMO (3.3463%); BAI (3.2724%); RULE (3.2381%); LCO (3.2337%); DGT (3.1732%); TUGN (3.1042%); QRMI (3.0804%); QQQH (3.069%); BUZZ (3.0567%); WQTM (3.0491%); PTNQ (3.0402%); QNDX (3.0402%); QQWZ (3.0391%); QQQM (3.035%); QQHG (3.034%); QQQ (3.0339%); GPIQ (3.0333%); IYW (3.0122%); QTR (2.9928%); QCLR (2.9879%); QQQI (2.9855%); XQQI (2.9855%); QQMG (2.8966%); IGM (2.8739%); TMFC (2.8046%); PRF (2.7793%); XSD (2.7498%); NACP (2.71%); IQQQ (2.5824%); QTEC (2.5497%); GXPT (2.5447%); CDEI (2.5051%); YNOT (2.4864%); VGT (2.4082%); IWX (2.4046%); QQA (2.3697%); USXF (2.3678%); FTEC (2.3375%); GVIP (2.3334%); SPYV (2.2747%); STXV (2.2736%); IVE (2.2724%); VOOV (2.2632%); UPGD (2.2506%); FNDX (2.1638%); IUSV (2.1434%); EVUS (2.0416%); TNXT (2.0324%); FNDB (2.0011%); IQSU (1.9596%); SCHV (1.9388%); PY (1.9151%); JVAL (1.8225%); TVAL (1.7979%); DFUV (1.791%); JMOM (1.7824%); FELV (1.7748%); DSI (1.7618%); VONV (1.7217%); GINN (1.7209%); GVUS (1.7206%); MMTM (1.7184%); IWD (1.7157%); NXTG (1.6927%); RSPT (1.6706%); EFIV (1.6529%); SNPE (1.6514%); FCTR (1.5274%); XMAG (1.371%); BDVL (1.3146%); EQWL (1.2766%); CHGX (1.2572%); QQQE (1.2008%); QEW (1.1988%); TRUT (0.9628%); RSPE (0.6899%); WDAI (0.6478%)
INTF,FINT (14.7809%)
INTU,KYC (3.0015%); VFLO (2.8707%)
INVA,SIXS (2.1133%)
INVE B,EWD (9.5598%); IVSI (2.0525%); FFDI (1.8635%); IMFL (1.818%); TILC (1.4141%); UIVM (0.9099%)
INVH,HAUS (5.1133%); REZ (3.6734%); RSPR (3.341%); CRED (2.2678%); DIVG (1.8631%); FREI (1.3774%)
INVP.L,FDD (3.9393%)
INVX,BSMC (2.6112%)
IONQ,CQTM (18.0653%); QTUP (16.0695%); MNVT (5.1874%); WQTM (4.7532%)
IONR,PBW (1.6724%)
IONS,MEDX (4.5321%); FFOX (2.0604%)
IOO,XCOR (8.5595%); AAAA (7.0939%)
IOS.DE,IVSX (1.3959%)
IOT,SNSR (3.7033%); EYES (3.3784%); TSCM (3.2295%); BCSM (2.8455%)
IP,CUT (6.1036%); WOOD (4.7247%); RSPM (4.4444%); UPGD (2.3658%); SDOG (2.1497%)
IPAC,IYLD (9.1662%)
IPAR,PSCC (3.6607%); MVFD (2.8576%); DGRS (1.6286%)
IPGP,FOTO (12.116%); ROBO (1.7288%)
IPN.PA,IDNA (3.6853%)
IQCD.QA,QAT (6.2461%); FTAG (3.7236%)
IQLT,FINT (15.3273%)
IQMM,RINF (77.4645%); OILK (65.6545%); UPRO (24.8846%); URTY (17.9125%); VIXM (17.8159%); TQQQ (17.1631%); UDOW (17.1616%); ISPY (10.3446%); IQQQ (7.1751%); CSM (4.905%)
IQV,EKG (8.286%); LGHT (4.983%); HEAL (4.7028%); BBH (4.2946%)
IRDM,ORBX (6.3887%); PSCU (5.6983%); WARP (5.651%); LSAT (5.605%); CAFG (5.0228%); COWG (4.6453%); DIPR (4.3251%); ROKT (3.6638%); XTL (3.6353%); MARS (3.502%); SRVR (1.9303%); SURE (1.5777%); FITE (1.5345%); FDLS (1.2032%); DES (0.8721%); AVUV (0.7839%); NIXT (0.6615%); SQLV (0.659%); JPUS (0.5519%); EQAL (0.4951%); BFOR (0.4822%); JPME (0.4664%); PRFZ (0.4254%)
IREN,DAPP (6.0284%); NODE (3.9803%); LCO (2.1274%)
IRM,REAI (5.7445%); SRVR (4.7025%); BOUT (4.2408%); BYRE (4.1317%); WTRE (4.0767%); ICF (3.7783%); VGSR (3.6304%); CRED (3.5191%); RSPR (3.3641%); DDIV (3.1823%); USRT (3.0469%); CSRE (2.9425%); BBRE (2.9338%); DFAR (2.9005%); FRI (2.7663%); SCHH (2.6421%); REET (2.0336%); SPYD (1.6051%)
IRMD,SAWS (2.8665%)
IRT,LPRE (8.1616%)
IRWD,FDLS (1.1917%)
ISA.CL,COLO (10.5486%); EPU (2.8704%); EMDV (2.5645%)
ISB.IC,GLCR (13.95%)
ISCF,FGSM (9.6805%)
ISCTR.IS,TUR (2.9629%)
ISCV,BLUX (15.1881%)
ISNPY,IDVZ (3.316%)
ISO.TO,URNJ (4.6401%)
ISP.MI,EWI (12.4054%); PBEU (4.3659%); EUFN (2.7627%); DTH (2.1937%); LVHI (2.1855%); DOL (1.4065%); IQDF (1.3454%); DDWM (1.1544%); DWM (1.1453%)
ISRG,IHI (15.0884%); LGHT (9.9183%); BOTZ (6.0965%); EKG (6.0624%); GDOC (3.2031%); MEDI (3.1057%); QNXT (2.5727%); TMED (2.4638%); TRUH (2.4548%); XLV (2.4469%); IYH (2.3528%); FHLC (2.0948%); VHT (2.0763%); ROBO (1.6382%)
ISS.CO,ISCF (0.4882%)
ISTB,IYLD (15.0721%)
ITAUCL.SN,OTGL (3.6697%)
ITB,EMPB (11.0956%); FDAT (4.2193%)
ITC.NS,INCO (4.5281%)
ITM.L,HYDR (4.4712%)
ITOT,MOOD (44.8137%)
ITRI,SIMS (2.6582%)
ITRK.L,WWJD (0.7578%)
ITRN,BRF (2.3953%)
ITSA4,BRAZ (4.9018%); FLBR (3.2908%); DVYE (2.3327%)
ITT,BBHM (4.3349%)
ITUB,BRAZ (11.5284%); ILF (7.0446%); PID (4.3175%); MEM (2.3335%); EMEM (1.4185%)
ITUB4,FLBR (9.6625%); EWZ (8.6074%); FLLA (5.5705%); FTHF (2.8719%); PEMX (2.0216%); JPEM (0.9828%); DIEM (0.8664%)
ITW,QDIV (2.1505%)
ITX.MC,QLTI (5.0667%); EWP (4.5057%); EUDG (3.4142%); IQDG (3.3875%); IHDG (3.3729%); DNL (2.0886%)
IUGXX,EVMT (87.0077%); PDBC (84.107%); PDBA (83.5551%); QBIG (55.2045%); RSPA (17.2333%); EFAA (15.8856%); QQA (15.7132%); PHDG (14.8433%); BKLN (7.7206%); CSTK (3.0012%); IMF (1.6549%)
IUSB,AOK (58.4449%); AOM (49.8607%); AOR (32.9291%); AOA (16.3041%)
IUSV,NDAA (10.2067%)
IVAL,AAVM (26.7942%)
IVLU,DWAW (17.534%); DDXX (10.8375%)
IVN.TO,AFK (3.0573%)
IVR,DVDN (6.2893%); KBWD (4.2639%)
IVV,XDIV (99.8953%); SPUC (99.6958%); IVVM (98.2468%); SPYT (98.2127%); IVVB (98.1365%); SPD (95.4781%); SPYC (93.6203%); TWOX (90.7121%); MRSK (76.6718%); RSSY (71.1437%); GMMA (67.7561%); ROMO (65.1513%); HEDG (64.9169%); MKAM (51.7168%); MATE (48.7317%); AOA (45.3823%); AOR (34.3716%); AOM (23.1311%); BAMO (20.8319%); AOK (17.4305%); MAPP (11.022%); WSGE (5.4834%); FFUT (5.0357%); OCIO (4.4995%); CORO (3.972%); DAK (3.7606%); AQLG (3.6769%); GEQ (3.2726%); PBL (2.8839%); SHDG (1.0515%); ASGM (1.042%); HEQT (1.0066%)
IVZ,ADPV (3.7995%); DDIV (3.3689%); DVLU (3.1028%); DSMC (1.0846%); DFSV (0.6986%)
IWB,ITDH (56.6748%); ITDI (56.6743%); ITDJ (56.6729%); ITDG (55.9872%); ITDF (52.874%); ITDE (47.9639%); ITDD (42.6871%); ITDC (37.489%); ITDB (30.9227%); IRTR (23.8492%); WLTG (10.1423%)
IWD,PRAE (38.8336%); LEXI (4.8794%); USEW (1.945%)
IWF,VUSG (2.8628%)
IWM,SMMD (41.0225%); RHTX (8.0181%); MAPP (4.147%); ITDI (3.4452%); ITDH (3.4448%); ITDJ (3.4447%); ITDG (3.3461%); ITDF (3.0892%); ITDE (2.5727%); ITDD (2.0146%)
IWP,DFAL (3.1131%)
IWS,DFAL (6.68%); DUKQ (5.0475%)
IWX,DFAL (15.3199%)
IWY,DFAL (20.0048%); XCOR (8.8314%)
IXN,GMOM (6.0117%)
IYM,AESR (0.9896%)
IYR,DYTA (14.5959%)
IYT,GLOW (3.3056%)
IYW,QPX (20.0356%); EZRO (12.6397%)
IYZ,EMPB (9.377%)
J36.SI,IDX (4.7775%)
JA,JABS (2.1878%)
JAAA,KAMO (22.5846%); CANQ (10.8199%); HECA (10.5442%); XFLX (9.0177%); NDOW (7.6332%); PVEX (6.4801%); XRLX (4.8011%); FARX (3.4549%); JABS (2.3267%)
JAN,LPRE (7.4438%); JRE (3.3857%)
JANU,SPBU (8.3211%)
JANW,SPBW (8.3326%)
JAVA,FLCE (15.2757%)
JAZZ,PINK (4.6073%); IHE (3.451%); MCOW (2.3327%); QMOM (2.0636%); KNO (1.7002%); DSMC (1.008%); ISCV (0.4887%); DFAS (0.2686%)
JBBB,XFLX (9.6061%); JIII (2.7682%)
JBCHEPHARM.BO,IOPP (4.8741%); UEVM (1.0365%)
JBHT,HULL (4.0302%); MVFD (3.1502%); LYLD (2.102%); BUYB (1.8065%); LOHA (1.3271%); LSAF (1.2089%); VBR (0.4659%)
JBI,SMLL (3.0201%)
JBL,HVAC (5.9581%); AMEM (5.2518%); FCTE (5.0378%); CTEF (5.0122%); PRN (4.0058%); WLDR (3.5824%); STNC (3.5288%); SEIM (2.6397%); BMVP (2.5785%); JSMD (2.4011%); KOID (2.2952%); EMOT (2.1299%); BUYB (1.8787%); FXL (1.7773%); LST (1.5204%); BUYO (1.4451%); SPXD (1.0452%); SMLF (0.8851%); VBR (0.8679%); VB (0.4871%)
JBLU,JETS (3.5825%); XTN (3.0586%)
JBS,DINT (5.2335%); DWLD (4.1455%)
JBSS,FDLS (1.1092%)
JBTM,GLCR (5.384%); CBOT (4.7389%); PSCI (2.3925%); ROBO (1.6062%); IWN (0.4969%); VTWV (0.4942%)
JCI,GRID (8.0042%); MID (5.8377%); CCSO (5.1468%); PKB (4.7432%); PKW (4.5318%); RJDI (4.207%); IMCG (1.1827%); IMCB (0.6196%)
JCPB,FOPC (15.0823%)
JD,PGJ (7.7736%); EBIZ (4.1317%); PXH (1.4747%)
JD.L,FEP (0.9591%)
JEMB,JIII (2.3247%)
JEPI,YFYA (4.8929%); JFLI (4.1191%)
JEPQ,JFLI (20.5609%); YFYA (5.1083%)
JFC.XPHS,EPHE (2.6103%)
JFR,HYIN (3.351%); YYY (3.0614%)
JGRO,FLCE (11.4195%)
JHG,EVNT (4.6278%)
JHX,LOHA (1.2294%)
JIMXX,JFLX (9.8803%); HEQQ (7.0589%); HELO (5.2079%); JPFP (4.569%); JMEE (4.4253%); MCDS (3.4448%); SCDS (3.4179%); JPIE (2.5532%); JGRO (2.0464%); JEMA (1.7716%); JIVE (1.6242%); JFLI (1.3489%)
JIOFIN.BO,DGIN (6.3315%); INQQ (6.1801%); FMQQ (4.3945%)
JKHY,RSPF (1.3918%); FVD (0.4358%)
JLL,SAEF (3.2611%); RSMC (2.7964%); SMDX (1.224%); RWK (1.1157%); ISCV (0.4654%)
JMAT.L,AVDV (0.5593%)
JNEU,SPBU (8.4632%)
JNJ,IHE (22.4438%); TRUH (10.6665%); XLV (10.6213%); IYH (10.271%); PBPH (9.5964%); FHLC (9.0458%); VHT (8.8681%); GDOC (8.2132%); IXJ (7.038%); FTXH (6.9646%); OUSA (5.7508%); MEDX (5.5914%); DIVL (5.4877%); EASY (5.3958%); PJP (5.2569%); BMED (5.1341%); VLLU (5.1034%); JDOC (4.9182%); DIVZ (4.8325%); DRUP (4.8%); GQGU (4.7272%); PINK (4.704%); NOEQ (4.6997%); UDI (4.5611%); QLTY (4.4482%); PPH (4.406%); QLV (4.4032%); CCOR (4.243%); SPMO (4.04%); BGIG (4.0252%); NXTI (4.0112%); VSMV (3.9843%); SEIQ (3.9038%); HRTS (3.8424%); RFFC (3.7988%); TGLR (3.6379%); AGQI (3.6182%); PWV (3.5964%); EDOW (3.4628%); SEPI (3.441%); LCOW (3.4152%); ESGG (3.3821%); TBG (3.3198%); MDLV (3.2866%); RAFE (3.257%); XT (3.242%); BDIV (3.2408%); DIVN (3.181%); AGNG (3.1636%); RFDA (3.16%); FLV (3.1474%); SELV (3.1411%); ASLV (3.1396%); DGRO (3.123%); JPEF (3.0907%); MTUM (3.0596%); GDIV (3.0334%); SIXA (2.9799%); DIVS (2.9784%); WDNA (2.9732%); YOKE (2.9527%); CANC (2.9056%); SIXH (2.902%); DFUV (2.9019%); MGV (2.8852%); QDF (2.8104%); BBLU (2.8047%); QDEF (2.7941%); JGLO (2.794%); BEDY (2.7905%); BKDV (2.775%); ESN (2.7369%); PRXV (2.7075%); LVHD (2.6699%); VIG (2.6612%); MHIP (2.6569%); ESG (2.564%); SPCT (2.5623%); GMOV (2.5383%); VYM (2.5288%); DFLV (2.497%); AVIE (2.4516%); IWX (2.4033%); BRCE (2.3809%); DVND (2.3635%); DGRW (2.3423%); KVLE (2.2782%); VTV (2.2773%); DIVB (2.2651%); PFM (2.2376%); QARP (2.2219%); PWS (2.2069%); RKSG (2.2007%); FTCS (2.1857%); DFVX (2.1727%); AQEC (2.1403%); SPDG (2.1101%); FDIV (2.074%); JDIV (2.0683%); DLN (2.0359%); FLCV (2.0204%); MNZL (2.0171%); DEW (1.9701%); VUS (1.9482%); SCHV (1.9387%); AVOS (1.9372%); QUS (1.9303%); ILCV (1.8711%); DTD (1.8082%); QLC (1.808%); SUSL (1.7977%); USSG (1.7899%); JMOM (1.7687%); STXV (1.7418%); VMAX (1.7355%); GVUS (1.7237%); VONV (1.7207%); IWD (1.7147%); TVAL (1.7102%); AUSF (1.6871%); JEPI (1.6628%); MFUS (1.6347%); SPUS (1.6295%); JQUA (1.6152%); ACWV (1.591%); FLRG (1.5793%); JVAL (1.5778%); ULVM (1.5563%); NELS (1.5474%); USMV (1.5453%); SPXT (1.527%); VFMV (1.5127%); EVUS (1.4989%); LVDS (1.4527%); EGLE (1.4394%); XMAG (1.4138%); HDUS (1.3688%); QWLD (1.3589%); FELV (1.2982%); SPLV (1.2584%); BDVL (1.1868%); MHIG (1.0285%); VFMO (1.0165%); LGLV (1.0098%); FVD (0.4288%)
JNK,HYTR (30.0265%); BLUI (19.9146%); RMIF (16.6101%); INKM (13.0814%); GAL (6.0158%); THRV (5.2545%)
JOBY,BZZ (5.0866%)
JPC,PCEF (2.4431%)
JPIE,LOTI (7.6043%); JFLI (1.8153%)
JPM,IYG (12.7764%); XLF (11.5404%); IYF (11.032%); FNCL (10.2764%); NYNY (9.5977%); VFH (9.1755%); KBWB (8.1524%); FTXO (7.7145%); IXG (5.8577%); LGCF (5.4045%); PFI (5.3109%); BAMD (5.1842%); TFNS (5.0468%); STXD (5.0419%); ESGG (4.8715%); DIVO (4.8614%); BAMV (4.7819%); EQIN (4.7544%); GVLE (4.7266%); DFLV (4.6633%); TRUF (4.6269%); TGLR (4.4967%); HECO (4.4871%); DVVY (4.4257%); DECO (4.4238%); USMC (4.4009%); DVAL (4.3879%); MFSV (4.291%); PJFV (4.287%); DFNL (4.2486%); DFUV (4.2294%); BDVG (4.1721%); JHDG (4.1436%); GOP (4.1041%); BKDV (4.0328%); RJDI (4.0201%); BEDY (3.9334%); DVGR (3.9125%); PRVS (3.872%); GEND (3.8667%); MGV (3.8628%); BCFN (3.7574%); BDIV (3.7533%); MAVF (3.7502%); BBLU (3.695%); ESG (3.6917%); SCLZ (3.6603%); CCOR (3.594%); FTCE (3.593%); ACEP (3.5857%); DYNF (3.5539%); VIG (3.5524%); SCEP (3.5482%); PWV (3.4786%); IWX (3.4369%); TMFC (3.4097%); CDEI (3.4021%); VYM (3.3651%); WOMN (3.3555%); PRXV (3.3543%); ACSI (3.3441%); ZECP (3.2193%); SQS (3.2179%); PFM (3.2102%); THRO (3.1753%); FLV (3.0946%); HAPI (3.0748%); TDVG (3.06%); VTV (3.044%); DGRO (3.027%); ALRG (3.0198%); SHE (2.961%); MBOX (2.9558%); RFDA (2.9458%); DLN (2.8864%); DAK (2.884%); LCAP (2.8621%); DVOL (2.8407%); CGVV (2.7986%); CAPE (2.7557%); SCHV (2.7497%); DIVB (2.7433%); DFVX (2.7177%); ILCV (2.6991%); GINX (2.6959%); DTD (2.6752%); FDVV (2.6487%); AVTM (2.6428%); FELV (2.6182%); EVUS (2.5929%); RAFE (2.4868%); GPT (2.4809%); IWD (2.4523%); GVUS (2.4521%); FLCV (2.4194%); HGRO (2.3476%); VONV (2.2837%); JUDO (2.2545%); CGGE (2.2365%); IOO (2.2256%); SPXT (2.1926%); NELS (2.1872%); SPIN (2.1837%); MODL (2.1695%); AVLV (2.1036%); KVLE (2.0949%); EPS (2.0769%); FDRR (2.0741%); EGLE (2.0681%); FEUS (2.0639%); INRO (2.0352%); XMAG (2.0225%); GMOV (2.0198%); HQGO (2.0124%); JUST (1.9639%); QLC (1.8496%); TEQI (1.6962%); OALC (1.6304%); PRF (1.6092%); FNDX (1.5644%); RWL (1.546%); DFSU (1.5205%); MSLC (1.5135%); LRGF (1.4984%); FNDB (1.4532%); VLU (1.4475%); CVLC (1.4091%); AVUS (1.3073%); DCOR (1.3026%); AVLC (1.2408%); JHML (1.128%); GEW (1.0367%); DFAC (1.0199%); EBI (0.922%); DXUV (0.719%)
JPME,MVFG (4.2259%)
JPMPC,PGF (2.8426%); PGX (1.8006%)
JPMPD,PGF (2.4689%); PGX (1.5668%)
JPMPK,PGF (1.6758%); PGX (1.0643%)
JPMPL,PGF (2.0994%); PGX (1.3334%)
JPMPM,PGF (2.0866%); PGX (1.3213%)
JPST,TSPX (8.8575%); LEXI (5.2858%); THRV (4.6441%); FARX (4.304%)
JQC,YYY (2.795%)
JQUA,WSGE (5.6405%)
JSAIY,KEAT (3.6598%)
JTCXX,BSMC (3.9461%)
JULU,SPBU (8.3936%)
JULW,SPBW (8.3604%)
JXN,SCOW (4.2276%); PSCF (1.5609%); IJS (0.7662%); VIOV (0.764%); SLYV (0.763%)
JXNPA,PFFV (2.8682%)
K.TO,GDMN (6.0986%); SGDM (4.6372%); AUMI (4.5592%); GDX (4.4019%); JDVI (4.3779%); RING (4.3596%); LENS (3.4442%); IFLO (2.2833%); NRES (2.2798%)
KALU,PSCM (4.2991%); BOUT (3.9393%)
KAP,SETM (5.3327%); URNM (5.1175%); URA (4.8046%)
KB,GPT (2.3506%)
KBANK.BK,UEVM (1.1718%)
KBC.BR,EWK (4.6471%); ILOW (1.7761%)
KBE,GDMA (2.9855%)
KBH,XHB (3.6565%); SCAP (3.5599%); HOMZ (1.7532%)
KBR,MDPL (3.8284%); MSSM (0.5602%)
KBWB,AESR (2.0057%)
KBWP,MSSS (10.4994%)
KCHOL.IS,TUR (3.4981%)
KCN.AX,SGDJ (4.4746%)
KCSH,KCCA (74.6352%); KRBN (55.1388%)
KD,SQLV (0.6718%)
KDP,BREW (5.1443%); FTXG (4.6036%); OAKM (4.0716%); DIVP (3.1556%); RSPS (3.0898%); TCAF (2.6854%); BLCV (2.5508%); QQXT (2.0318%)
KEEL.TO,HECO (6.3123%); DECO (6.2216%); TEKX (5.0795%)
KEP,EMIF (3.8758%)
KEX,NBSM (2.1832%)
KEY,IAT (3.4477%)
KEY.TO,PIPE (4.8526%); UMI (4.6138%); FID (1.7268%)
KEYPL,PFFV (3.0654%)
KEYS,BBHM (4.8782%); SAMM (3.4418%); EPMB (3.3224%); TOLL (3.2987%); FTIF (2.8959%); NUMG (2.8547%); SAEF (2.8317%); UFOD (2.5941%); THMZ (2.5548%); BFLX (2.4172%); FMDE (0.9946%); JHMM (0.578%); CVMC (0.5184%)
KFH.KW,KWT (22.1676%); OBOR (9.3598%); EELV (0.9089%)
KGH.WA,COPX (5.2213%); SILJ (5.1616%); COPP (4.8773%); EPOL (4.5061%); OBOR (4.239%); GVAL (1.6922%); DGRE (1.2538%)
KGS,PSCE (8.3213%); PIPE (4.9509%); XES (4.511%); IEZ (4.1672%); USNG (3.8839%); PXI (3.3193%); DES (1.1831%); AIMS (0.9553%); FESM (0.7087%)
KHC,FTXG (8.1754%); XUDV (4.6266%); SPHD (3.0261%); FLOW (2.0274%)
KIE,MSSS (10.6966%)
KIM,FPRO (3.918%); PAYR (3.088%); SPHD (2.6262%); SPDV (2.2777%); GQRE (2.1741%); DIVG (1.6559%); SPYD (1.4445%)
KIMBERA.MX,FDEM (1.3752%)
KIMPM,PFFR (2.1628%)
KIT.OL,GWX (0.2585%)
KKPNY,IDVZ (3.2474%)
KKR,GPZ (9.9834%); LBO (7.4069%); AKRE (7.1153%); FMCX (5.4212%); PSP (4.8042%); GABF (4.7012%); JHAC (3.9831%)
KKRPD,EPRF (3.8372%); PFFA (2.1672%); PFFD (1.6502%)
KLAC,SPRX (8.799%); GLRY (8.3447%); BIBL (7.4146%); JGRW (6.9907%); TOLL (6.734%); LCLG (6.7283%); VSMV (6.5099%); PSI (6.4832%); BBHL (6.2524%); AIX (6.1528%); GARY (5.8539%); PWRD (5.8532%); QOWZ (5.7916%); BULD (5.7361%); SOXQ (5.7067%); EUV (5.694%); SOXX (5.6422%); QQQA (5.6041%); DEMZ (5.4696%); SMH (5.3398%); XPND (5.163%); SHOC (5.1034%); HBMX (4.8262%); QLTY (4.7153%); RILA (4.6389%); CHPS (4.6267%); KNOW (4.5743%); QUSA (4.5185%); EQRR (4.3647%); RULE (4.3313%); FTXL (4.3122%); QQQG (4.2133%); JHAI (4.1491%); RDVI (4.1441%); RDVY (4.14%); TDV (4.078%); QUAL (4.0694%); ZIG (3.8778%); MFSV (3.856%); ABFL (3.809%); GTOP (3.7599%); GRNY (3.7035%); SPHQ (3.6699%); BOBP (3.6535%); NVPS (3.5972%); CLCG (3.5464%); SAWG (3.5355%); BAFE (3.4765%); FFOG (3.3178%); QTEC (3.2877%); POWA (3.234%); MBOX (3.1144%); PRMR (3.1097%); DVND (3.1085%); QQEW (3.0799%); RPG (3.076%); PEXL (3.003%); SNPG (2.9925%); COWG (2.914%); QDEF (2.8502%); EMOT (2.7444%); QDF (2.7422%); MFSG (2.6984%); DIVN (2.6779%); STXD (2.6177%); GSGO (2.6013%); HAPI (2.5472%); QGRO (2.5165%); FXL (2.5088%); SAMT (2.4768%); QIDX (2.4319%); PALC (2.4249%); GFLW (2.4183%); UFOD (2.4092%); GEQ (2.3826%); TDVI (2.3563%); TDIV (2.3547%); DUHP (2.3151%); BRCE (2.2713%); FMAG (2.2095%); OPTZ (2.1952%); XOEF (2.1587%); FDMO (2.022%); FLQL (1.9695%); FQAL (1.8841%); SPHB (1.8307%); ALTL (1.8259%); PTL (1.8166%); RSPT (1.8093%); VFQY (1.727%); FWD (1.7201%); CGDG (1.5771%); QQQE (1.5483%); QEW (1.5459%); SURE (1.523%); QTUM (1.5009%); ROUS (1.4764%); MNZL (1.2992%); JOET (1.1668%); ROE (1.1515%); VFMO (0.9667%); KOMP (0.8341%); TRFM (0.7805%); WDAI (0.7685%); RSPE (0.7469%); JPUS (0.474%); BLES (0.4573%); DFVE (0.3272%); EUSA (0.3149%); SIZE (0.2976%); GSEW (0.284%); RSP (0.2736%)
KLAR,LATR (5.7714%); BPAY (4.0091%)
KLIC,MVFD (4.8238%); TDV (3.8472%); PSCT (2.7221%); SMIZ (1.5245%); OMFS (1.0163%); AFSM (0.8666%); FESM (0.7782%); SLYV (0.7524%); IJS (0.7518%); VIOV (0.7489%); JPSE (0.3573%); PDN (0.3535%)
KLRA,OZEM (6.2124%)
KMB,VSDA (3.6634%); SDG (3.2739%); RSPS (3.2338%); LVHD (2.7264%); CVAR (2.4721%); QDIV (2.1478%); EMOT (2.1042%); SNPD (2.0548%); WBIG (2.0271%); QQQJ (1.7888%); SDY (1.7486%); QFHD (1.7431%); DVY (1.6756%); TMDV (1.6411%)
KMI,MLPX (7.8827%); TPYP (7.5621%); USNG (6.9587%); EINC (6.6129%); MLPI (6.478%); UMI (6.2293%); MDST (5.6602%); ENFR (5.1399%); RSPG (4.8566%); GASZ (4.7916%); PIPE (4.4753%); XLE (4.3442%); USAI (4.1729%); WEEI (4.0188%); EIPI (3.9932%); EMLP (3.7029%); AQLG (3.3907%); IYE (3.0399%); GXPE (3.0238%); TOLZ (3.0025%); FENY (2.7353%); VDE (2.712%); EIPX (2.6537%); WCEO (1.4513%); IWS (0.6095%)
KMPR,KIE (1.9534%)
KMX,PSCD (2.9753%); FLOW (2.146%); RWJ (1.8434%); IJS (0.806%); VIOV (0.803%); SLYV (0.8019%)
KN,AFSC (2.6899%); SCDS (0.8858%)
KNEBV.HE,EFNL (4.3687%)
KNG,FTBI (6.6798%)
KNIN.SW,SEA (4.1249%)
KNSA,BBP (1.6512%)
KNSL,PCPP (5.0767%); GRPM (2.3239%); WBIF (2.2706%)
KNTK,XSHD (3.4781%)
KNX,BUSA (2.187%); DFSV (0.8107%)
KO,BREW (18.1716%); IYK (12.3638%); GXPS (10.7798%); FTXG (8.4877%); FSTA (8.0312%); VDC (8.0122%); TRUO (7.9262%); XLP (6.8364%); DOGG (5.7267%); DJD (5.3633%); PBJ (5.1489%); DURA (5.0725%); EASY (4.7123%); OMAH (4.574%); KXI (4.4067%); SCHD (4.2074%); HDV (3.9784%); VNIE (3.9103%); DIVS (3.0224%); DGRW (2.8799%); GDIV (2.6188%); LVHD (2.605%); NUDV (2.5859%); NULV (2.2144%); AVIE (2.1606%); HUSV (2.1041%); PWS (2.0189%); FDVV (1.8812%); AQEC (1.7773%); VFMV (1.5071%); CDL (1.4978%); CDC (1.4958%); PRXV (1.4955%); LGLV (1.1107%)
KOD,DWAS (1.3316%)
KOFUBL,FLN (3.7619%); FLMX (2.6017%)
KOG.OL,ENOR (6.1295%); NORW (6.1269%); ARMY (4.9587%); XDEF (4.3514%)
KOMB.PR,GVAL (1.7553%)
KOTAKBANK.NS,INDY (2.6469%); GIND (2.2681%); INDH (2.0988%); IND (1.4076%); FLIN (1.327%)
KPN.AS,DIM (0.7158%)
KR,PBJ (4.3853%); PSL (3.0661%); GEOA (2.4212%); ONEV (0.735%)
KRC,DESK (7.8096%); SRET (3.5134%); PPTY (2.8935%); BLDG (1.6159%); RIET (1.6042%); FNK (0.9173%)
KRE.KW,KWT (2.5322%)
KRP,HIPS (2.0281%)
KRX.IR,EIRL (4.6567%)
